image_path,xmin,ymin,xmax,ymax,label
Orthophoto_University_Example.tif,1326,1954,1342,1970,Tree
Orthophoto_University_Example.tif,1766,96,1784,97,Tree
Orthophoto_University_Example.tif,3044,1247,3061,1266,Tree
Orthophoto_University_Example.tif,269,805,300,835,Tree
Orthophoto_University_Example.tif,1923,470,1942,491,Tree
Orthophoto_University_Example.tif,2649,1377,2665,1394,Tree
Orthophoto_University_Example.tif,1993,379,2015,380,Tree
Orthophoto_University_Example.tif,3530,3508,3561,3539,Tree
Orthophoto_University_Example.tif,2755,159,2775,180,Tree
Orthophoto_University_Example.tif,1284,1400,1301,1418,Tree
Orthophoto_University_Example.tif,1411,1148,1442,1180,Tree
Orthophoto_University_Example.tif,3253,2866,3269,2881,Tree
Orthophoto_University_Example.tif,3710,2282,3724,2297,Tree
Orthophoto_University_Example.tif,1280,3315,1298,3338,Tree
Orthophoto_University_Example.tif,1809,364,1828,384,Tree
Orthophoto_University_Example.tif,16,115,36,137,Tree
Orthophoto_University_Example.tif,2918,1349,2933,1364,Tree
Orthophoto_University_Example.tif,35,66,57,89,Tree
Orthophoto_University_Example.tif,3254,990,3273,1011,Tree
Orthophoto_University_Example.tif,3126,1644,3141,1645,Tree
Orthophoto_University_Example.tif,3258,1798,3259,1823,Tree
Orthophoto_University_Example.tif,3564,3842,3586,3865,Tree
Orthophoto_University_Example.tif,3041,2621,3066,2644,Tree
Orthophoto_University_Example.tif,1734,290,1755,313,Tree
Orthophoto_University_Example.tif,2404,2232,2428,2257,Tree
Orthophoto_University_Example.tif,2286,1106,2304,1127,Tree
Orthophoto_University_Example.tif,3831,473,3852,493,Tree
Orthophoto_University_Example.tif,1057,1795,1076,1816,Tree
Orthophoto_University_Example.tif,3729,2146,3747,2163,Tree
Orthophoto_University_Example.tif,2610,3576,2631,3597,Tree
Orthophoto_University_Example.tif,1428,3024,1448,3025,Tree
Orthophoto_University_Example.tif,2668,1356,2685,1373,Tree
Orthophoto_University_Example.tif,2304,676,2319,702,Tree
Orthophoto_University_Example.tif,3705,1314,3729,1338,Tree
Orthophoto_University_Example.tif,3372,3781,3395,3782,Tree
Orthophoto_University_Example.tif,2624,3482,2639,3506,Tree
Orthophoto_University_Example.tif,1197,1896,1215,1897,Tree
Orthophoto_University_Example.tif,2546,3566,2566,3586,Tree
Orthophoto_University_Example.tif,1064,1753,1082,1770,Tree
Orthophoto_University_Example.tif,118,1084,141,1106,Tree
Orthophoto_University_Example.tif,1004,1750,1022,1769,Tree
Orthophoto_University_Example.tif,3743,3586,3778,3620,Tree
Orthophoto_University_Example.tif,1246,1256,1263,1273,Tree
Orthophoto_University_Example.tif,1871,3571,1893,3594,Tree
Orthophoto_University_Example.tif,3582,3784,3600,3811,Tree
Orthophoto_University_Example.tif,2941,3491,2958,3507,Tree
Orthophoto_University_Example.tif,1502,33,1519,51,Tree
Orthophoto_University_Example.tif,3042,3541,3067,3568,Tree
Orthophoto_University_Example.tif,2359,1515,2377,1535,Tree
Orthophoto_University_Example.tif,2803,3912,2824,3933,Tree
Orthophoto_University_Example.tif,1280,1836,1293,1855,Tree
Orthophoto_University_Example.tif,3503,2317,3518,2333,Tree
Orthophoto_University_Example.tif,2531,3601,2553,3624,Tree
Orthophoto_University_Example.tif,2240,1438,2261,1460,Tree
Orthophoto_University_Example.tif,3588,2877,3607,2897,Tree
Orthophoto_University_Example.tif,1982,535,2003,557,Tree
Orthophoto_University_Example.tif,282,2908,299,2909,Tree
Orthophoto_University_Example.tif,2821,3900,2838,3917,Tree
Orthophoto_University_Example.tif,555,162,576,185,Tree
Orthophoto_University_Example.tif,1037,2626,1038,2639,Tree
Orthophoto_University_Example.tif,2162,473,2163,474,Tree
Orthophoto_University_Example.tif,304,238,328,262,Tree
Orthophoto_University_Example.tif,2861,3476,2883,3500,Tree
Orthophoto_University_Example.tif,1275,3035,1309,3069,Tree
Orthophoto_University_Example.tif,2382,32,2398,33,Tree
Orthophoto_University_Example.tif,2611,1262,2612,1278,Tree
Orthophoto_University_Example.tif,3508,1194,3520,1216,Tree
Orthophoto_University_Example.tif,2397,3424,2426,3425,Tree
Orthophoto_University_Example.tif,3402,1127,3403,1148,Tree
Orthophoto_University_Example.tif,2560,1408,2561,1429,Tree
Orthophoto_University_Example.tif,2491,1162,2509,1181,Tree
Orthophoto_University_Example.tif,2161,2830,2182,2852,Tree
Orthophoto_University_Example.tif,1231,1828,1249,1848,Tree
Orthophoto_University_Example.tif,640,26,658,56,Tree
Orthophoto_University_Example.tif,539,1493,557,1514,Tree
Orthophoto_University_Example.tif,3520,3571,3548,3572,Tree
Orthophoto_University_Example.tif,1892,1610,1909,1627,Tree
Orthophoto_University_Example.tif,3508,1258,3529,1259,Tree
Orthophoto_University_Example.tif,3333,1092,3359,1118,Tree
Orthophoto_University_Example.tif,3645,1552,3664,1572,Tree
Orthophoto_University_Example.tif,2888,3581,2913,3606,Tree
Orthophoto_University_Example.tif,3650,451,3672,474,Tree
Orthophoto_University_Example.tif,2903,3508,2926,3509,Tree
Orthophoto_University_Example.tif,496,2302,518,2324,Tree
Orthophoto_University_Example.tif,1369,1868,1385,1885,Tree
Orthophoto_University_Example.tif,1956,319,1975,340,Tree
Orthophoto_University_Example.tif,158,792,178,813,Tree
Orthophoto_University_Example.tif,1299,1813,1313,1828,Tree
Orthophoto_University_Example.tif,2390,3668,2408,3688,Tree
Orthophoto_University_Example.tif,739,381,760,399,Tree
Orthophoto_University_Example.tif,1382,2498,1403,2518,Tree
Orthophoto_University_Example.tif,1363,886,1378,904,Tree
Orthophoto_University_Example.tif,3356,3867,3381,3891,Tree
Orthophoto_University_Example.tif,2981,1568,2997,1585,Tree
Orthophoto_University_Example.tif,3521,3681,3545,3707,Tree
Orthophoto_University_Example.tif,2427,3851,2447,3872,Tree
Orthophoto_University_Example.tif,2627,1510,2640,1531,Tree
Orthophoto_University_Example.tif,1418,691,1438,714,Tree
Orthophoto_University_Example.tif,3310,1012,3328,1013,Tree
Orthophoto_University_Example.tif,230,2702,245,2717,Tree
Orthophoto_University_Example.tif,1177,1883,1196,1903,Tree
Orthophoto_University_Example.tif,3645,2230,3665,2250,Tree
Orthophoto_University_Example.tif,3717,2309,3735,2327,Tree
Orthophoto_University_Example.tif,1540,317,1541,334,Tree
Orthophoto_University_Example.tif,1507,1542,1530,1567,Tree
Orthophoto_University_Example.tif,735,1920,757,1941,Tree
Orthophoto_University_Example.tif,1112,1962,1132,1983,Tree
Orthophoto_University_Example.tif,2479,2537,2503,2538,Tree
Orthophoto_University_Example.tif,1385,1884,1404,1903,Tree
Orthophoto_University_Example.tif,3456,1025,3480,1039,Tree
Orthophoto_University_Example.tif,1132,1538,1151,1559,Tree
Orthophoto_University_Example.tif,2852,1539,2870,1540,Tree
Orthophoto_University_Example.tif,1759,1569,1778,1588,Tree
Orthophoto_University_Example.tif,219,1985,220,2010,Tree
Orthophoto_University_Example.tif,2772,3558,2791,3579,Tree
Orthophoto_University_Example.tif,63,21,86,46,Tree
Orthophoto_University_Example.tif,243,214,244,231,Tree
Orthophoto_University_Example.tif,1880,488,1907,489,Tree
Orthophoto_University_Example.tif,2611,1987,2632,2007,Tree
Orthophoto_University_Example.tif,2370,3507,2384,3508,Tree
Orthophoto_University_Example.tif,1472,324,1492,344,Tree
Orthophoto_University_Example.tif,1345,3468,1361,3485,Tree
Orthophoto_University_Example.tif,2562,1089,2579,1106,Tree
Orthophoto_University_Example.tif,3810,2236,3841,2237,Tree
Orthophoto_University_Example.tif,3876,3975,3877,3999,Tree
Orthophoto_University_Example.tif,3670,1080,3693,1104,Tree
Orthophoto_University_Example.tif,1214,1234,1236,1259,Tree
Orthophoto_University_Example.tif,1981,2004,1997,2022,Tree
Orthophoto_University_Example.tif,3786,1585,3787,1603,Tree
Orthophoto_University_Example.tif,3554,1378,3572,1379,Tree
Orthophoto_University_Example.tif,1990,1650,2015,1675,Tree
Orthophoto_University_Example.tif,3508,1220,3523,1246,Tree
Orthophoto_University_Example.tif,2560,2484,2573,2504,Tree
Orthophoto_University_Example.tif,2887,2349,2911,2375,Tree
Orthophoto_University_Example.tif,2475,1554,2476,1574,Tree
Orthophoto_University_Example.tif,3146,1638,3171,1662,Tree
Orthophoto_University_Example.tif,2374,720,2397,721,Tree
Orthophoto_University_Example.tif,2292,2522,2313,2523,Tree
Orthophoto_University_Example.tif,2155,637,2176,638,Tree
Orthophoto_University_Example.tif,2352,1777,2369,1778,Tree
Orthophoto_University_Example.tif,1211,1037,1227,1054,Tree
Orthophoto_University_Example.tif,3030,1747,3046,1748,Tree
Orthophoto_University_Example.tif,3147,1039,3167,1061,Tree
Orthophoto_University_Example.tif,2398,1367,2416,1386,Tree
Orthophoto_University_Example.tif,2176,1779,2201,1780,Tree
Orthophoto_University_Example.tif,1720,98,1740,121,Tree
Orthophoto_University_Example.tif,3413,3778,3440,3779,Tree
Orthophoto_University_Example.tif,2900,1258,2920,1278,Tree
Orthophoto_University_Example.tif,2742,497,2759,514,Tree
Orthophoto_University_Example.tif,1299,2373,1300,2390,Tree
Orthophoto_University_Example.tif,3771,2214,3786,2230,Tree
Orthophoto_University_Example.tif,3578,2105,3599,2126,Tree
Orthophoto_University_Example.tif,1831,362,1849,382,Tree
Orthophoto_University_Example.tif,3805,1465,3832,1490,Tree
Orthophoto_University_Example.tif,1455,1293,1471,1311,Tree
Orthophoto_University_Example.tif,732,352,750,370,Tree
Orthophoto_University_Example.tif,2936,2319,2962,2344,Tree
Orthophoto_University_Example.tif,3164,2818,3190,2844,Tree
Orthophoto_University_Example.tif,1177,1788,1194,1805,Tree
Orthophoto_University_Example.tif,1925,1598,1942,1614,Tree
Orthophoto_University_Example.tif,2347,2567,2371,2591,Tree
Orthophoto_University_Example.tif,1353,1473,1370,1491,Tree
Orthophoto_University_Example.tif,1227,1880,1242,1896,Tree
Orthophoto_University_Example.tif,2809,280,2810,308,Tree
Orthophoto_University_Example.tif,1923,3994,1924,4015,Tree
Orthophoto_University_Example.tif,3060,3593,3075,3610,Tree
Orthophoto_University_Example.tif,3135,896,3151,914,Tree
Orthophoto_University_Example.tif,2764,3887,2783,3907,Tree
Orthophoto_University_Example.tif,2917,3798,2942,3824,Tree
Orthophoto_University_Example.tif,2780,3796,2800,3820,Tree
Orthophoto_University_Example.tif,2779,536,2799,557,Tree
Orthophoto_University_Example.tif,2597,3374,2626,3401,Tree
Orthophoto_University_Example.tif,207,330,231,354,Tree
Orthophoto_University_Example.tif,3869,4054,3886,4072,Tree
Orthophoto_University_Example.tif,691,3177,710,3196,Tree
Orthophoto_University_Example.tif,3601,3525,3615,3540,Tree
Orthophoto_University_Example.tif,1415,2994,1436,3017,Tree
Orthophoto_University_Example.tif,2004,2982,2005,3002,Tree
Orthophoto_University_Example.tif,3137,2115,3153,2131,Tree
Orthophoto_University_Example.tif,2386,3829,2410,3853,Tree
Orthophoto_University_Example.tif,1485,1920,1503,1939,Tree
Orthophoto_University_Example.tif,3801,4035,3829,4036,Tree
Orthophoto_University_Example.tif,3869,2344,3887,2361,Tree
Orthophoto_University_Example.tif,2432,1526,2453,1548,Tree
Orthophoto_University_Example.tif,713,371,738,396,Tree
Orthophoto_University_Example.tif,3409,1984,3434,1985,Tree
Orthophoto_University_Example.tif,3890,989,3907,1013,Tree
Orthophoto_University_Example.tif,1851,392,1869,410,Tree
Orthophoto_University_Example.tif,3324,3390,3348,3417,Tree
Orthophoto_University_Example.tif,1757,1965,1773,1982,Tree
Orthophoto_University_Example.tif,708,713,724,731,Tree
Orthophoto_University_Example.tif,165,2675,183,2693,Tree
Orthophoto_University_Example.tif,3128,988,3148,1008,Tree
Orthophoto_University_Example.tif,978,404,994,418,Tree
Orthophoto_University_Example.tif,3328,1072,3329,1091,Tree
Orthophoto_University_Example.tif,1939,3649,1940,3650,Tree
Orthophoto_University_Example.tif,1826,3741,1827,3758,Tree
Orthophoto_University_Example.tif,109,2888,124,2889,Tree
Orthophoto_University_Example.tif,2369,1570,2392,1593,Tree
Orthophoto_University_Example.tif,1128,1812,1145,1830,Tree
Orthophoto_University_Example.tif,1732,2850,1746,2865,Tree
Orthophoto_University_Example.tif,3072,2271,3090,2289,Tree
Orthophoto_University_Example.tif,1485,2455,1502,2471,Tree
Orthophoto_University_Example.tif,1125,1673,1143,1690,Tree
Orthophoto_University_Example.tif,2308,2625,2333,2638,Tree
Orthophoto_University_Example.tif,3631,3541,3651,3560,Tree
Orthophoto_University_Example.tif,93,2788,94,2812,Tree
Orthophoto_University_Example.tif,2209,1470,2210,1493,Tree
Orthophoto_University_Example.tif,342,2873,364,2896,Tree
Orthophoto_University_Example.tif,2536,1228,2537,1245,Tree
Orthophoto_University_Example.tif,3840,3863,3841,3891,Tree
Orthophoto_University_Example.tif,2697,3287,2724,3314,Tree
Orthophoto_University_Example.tif,381,402,400,426,Tree
Orthophoto_University_Example.tif,3639,3856,3673,3888,Tree
Orthophoto_University_Example.tif,3119,2087,3138,2107,Tree
Orthophoto_University_Example.tif,2682,1178,2698,1194,Tree
Orthophoto_University_Example.tif,2539,1209,2540,1225,Tree
Orthophoto_University_Example.tif,2676,3529,2696,3547,Tree
Orthophoto_University_Example.tif,459,2432,482,2457,Tree
Orthophoto_University_Example.tif,224,609,249,610,Tree
Orthophoto_University_Example.tif,919,3425,941,3444,Tree
Orthophoto_University_Example.tif,1471,1624,1495,1625,Tree
Orthophoto_University_Example.tif,1325,1930,1339,1944,Tree
Orthophoto_University_Example.tif,3265,2823,3283,2843,Tree
Orthophoto_University_Example.tif,3762,1513,3776,1527,Tree
Orthophoto_University_Example.tif,1920,2259,1935,2260,Tree
Orthophoto_University_Example.tif,830,3215,852,3237,Tree
Orthophoto_University_Example.tif,2560,3469,2571,3486,Tree
Orthophoto_University_Example.tif,2279,3957,2301,3981,Tree
Orthophoto_University_Example.tif,16,348,38,373,Tree
Orthophoto_University_Example.tif,3473,2057,3494,2081,Tree
Orthophoto_University_Example.tif,1351,3688,1373,3715,Tree
Orthophoto_University_Example.tif,1280,1338,1296,1339,Tree
Orthophoto_University_Example.tif,3455,869,3475,892,Tree
Orthophoto_University_Example.tif,829,2889,855,2913,Tree
Orthophoto_University_Example.tif,271,619,292,639,Tree
Orthophoto_University_Example.tif,2805,1596,2831,1619,Tree
Orthophoto_University_Example.tif,2915,3889,2934,3908,Tree
Orthophoto_University_Example.tif,2930,956,2954,982,Tree
Orthophoto_University_Example.tif,1150,322,1175,347,Tree
Orthophoto_University_Example.tif,3611,387,3632,399,Tree
Orthophoto_University_Example.tif,3121,1985,3145,1999,Tree
Orthophoto_University_Example.tif,2094,2366,2109,2382,Tree
Orthophoto_University_Example.tif,3528,3888,3558,3917,Tree
Orthophoto_University_Example.tif,1875,2177,1890,2193,Tree
Orthophoto_University_Example.tif,2227,3715,2241,3730,Tree
Orthophoto_University_Example.tif,587,2308,588,2329,Tree
Orthophoto_University_Example.tif,3031,1353,3054,1354,Tree
Orthophoto_University_Example.tif,1100,950,1118,971,Tree
Orthophoto_University_Example.tif,3780,1263,3798,1282,Tree
Orthophoto_University_Example.tif,3729,3878,3746,3895,Tree
Orthophoto_University_Example.tif,1417,145,1434,163,Tree
Orthophoto_University_Example.tif,75,451,76,472,Tree
Orthophoto_University_Example.tif,2841,3875,2868,3902,Tree
Orthophoto_University_Example.tif,1736,2424,1764,2450,Tree
Orthophoto_University_Example.tif,1892,417,1907,433,Tree
Orthophoto_University_Example.tif,2622,1950,2640,1974,Tree
Orthophoto_University_Example.tif,876,404,877,430,Tree
Orthophoto_University_Example.tif,1978,2333,1995,2351,Tree
Orthophoto_University_Example.tif,1302,2193,1318,2209,Tree
Orthophoto_University_Example.tif,3531,2350,3544,2364,Tree
Orthophoto_University_Example.tif,3569,1052,3589,1073,Tree
Orthophoto_University_Example.tif,1366,1802,1382,1818,Tree
Orthophoto_University_Example.tif,2892,87,2918,114,Tree
Orthophoto_University_Example.tif,1448,2472,1469,2491,Tree
Orthophoto_University_Example.tif,3767,233,3798,234,Tree
Orthophoto_University_Example.tif,1078,1811,1096,1832,Tree
Orthophoto_University_Example.tif,1472,2962,1473,2983,Tree
Orthophoto_University_Example.tif,677,154,694,171,Tree
Orthophoto_University_Example.tif,2069,465,2088,484,Tree
Orthophoto_University_Example.tif,1277,1799,1292,1814,Tree
Orthophoto_University_Example.tif,3335,1979,3364,2000,Tree
Orthophoto_University_Example.tif,2496,3500,2516,3519,Tree
Orthophoto_University_Example.tif,3591,1434,3609,1453,Tree
Orthophoto_University_Example.tif,1698,404,1720,426,Tree
Orthophoto_University_Example.tif,1504,1993,1505,2011,Tree
Orthophoto_University_Example.tif,2283,21,2304,42,Tree
Orthophoto_University_Example.tif,499,3105,520,3123,Tree
Orthophoto_University_Example.tif,2123,1315,2151,1343,Tree
Orthophoto_University_Example.tif,234,308,251,309,Tree
Orthophoto_University_Example.tif,3620,1202,3621,1217,Tree
Orthophoto_University_Example.tif,1179,3114,1180,3139,Tree
Orthophoto_University_Example.tif,2368,3758,2387,3778,Tree
Orthophoto_University_Example.tif,3434,840,3456,862,Tree
Orthophoto_University_Example.tif,2774,891,2798,914,Tree
Orthophoto_University_Example.tif,152,2380,171,2401,Tree
Orthophoto_University_Example.tif,3145,110,3171,140,Tree
Orthophoto_University_Example.tif,1259,3281,1287,3307,Tree
Orthophoto_University_Example.tif,380,2892,397,2909,Tree
Orthophoto_University_Example.tif,2681,3896,2697,3913,Tree
Orthophoto_University_Example.tif,1016,1891,1035,1912,Tree
Orthophoto_University_Example.tif,834,2531,857,2554,Tree
Orthophoto_University_Example.tif,2012,1581,2029,1598,Tree
Orthophoto_University_Example.tif,28,2718,47,2739,Tree
Orthophoto_University_Example.tif,1266,1947,1291,1970,Tree
Orthophoto_University_Example.tif,3150,4013,3172,4036,Tree
Orthophoto_University_Example.tif,2286,1138,2310,1163,Tree
Orthophoto_University_Example.tif,1321,135,1340,157,Tree
Orthophoto_University_Example.tif,83,396,84,421,Tree
Orthophoto_University_Example.tif,3860,1275,3877,1295,Tree
Orthophoto_University_Example.tif,2697,1354,2713,1369,Tree
Orthophoto_University_Example.tif,2412,1225,2427,1240,Tree
Orthophoto_University_Example.tif,1941,3542,1958,3558,Tree
Orthophoto_University_Example.tif,2177,1357,2202,1358,Tree
Orthophoto_University_Example.tif,1097,3670,1113,3686,Tree
Orthophoto_University_Example.tif,1155,1840,1175,1857,Tree
Orthophoto_University_Example.tif,1200,1415,1214,1430,Tree
Orthophoto_University_Example.tif,2342,2166,2364,2189,Tree
Orthophoto_University_Example.tif,1277,1860,1278,1875,Tree
Orthophoto_University_Example.tif,3599,590,3615,606,Tree
Orthophoto_University_Example.tif,198,2856,215,2873,Tree
Orthophoto_University_Example.tif,1237,1789,1253,1806,Tree
Orthophoto_University_Example.tif,3633,2087,3649,2102,Tree
Orthophoto_University_Example.tif,3580,2299,3601,2318,Tree
Orthophoto_University_Example.tif,1429,637,1444,653,Tree
Orthophoto_University_Example.tif,1084,1737,1101,1754,Tree
Orthophoto_University_Example.tif,3380,1068,3396,1085,Tree
Orthophoto_University_Example.tif,2416,2584,2441,2608,Tree
Orthophoto_University_Example.tif,1578,1630,1579,1650,Tree
Orthophoto_University_Example.tif,3600,3667,3630,3698,Tree
Orthophoto_University_Example.tif,3763,2283,3777,2298,Tree
Orthophoto_University_Example.tif,2819,907,2841,930,Tree
Orthophoto_University_Example.tif,1889,2338,1909,2358,Tree
Orthophoto_University_Example.tif,1205,3109,1228,3133,Tree
Orthophoto_University_Example.tif,3549,2313,3564,2314,Tree
Orthophoto_University_Example.tif,2298,3939,2319,3967,Tree
Orthophoto_University_Example.tif,1348,1635,1360,1636,Tree
Orthophoto_University_Example.tif,139,1136,158,1137,Tree
Orthophoto_University_Example.tif,2944,600,2945,621,Tree
